,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1125,29,Stayed,Travel_Frequently,995,Research & Development,2,Below College,Life Sciences,1,1590,Low,Male,87,Great,2,Healthcare Representative,Excellent,Divorced,8853,24483,1,Y,No,19,Great,Excellent,80,1,6,0,Excellent,6,4,1,3
1126,50,Stayed,Travel_Rarely,264,Sales,9,Bachelor's degree,Marketing,1,1591,Great,Male,59,Great,5,Manager,Great,Married,19331,19519,4,Y,Yes,16,Great,Great,80,1,27,2,Great,1,0,0,0
1127,23,Stayed,Travel_Rarely,977,Research & Development,10,Bachelor's degree,Technical Degree,1,1592,Excellent,Male,45,Excellent,1,Research Scientist,Great,Married,2073,12826,2,Y,No,16,Great,Excellent,80,1,4,2,Great,2,2,2,2
1128,36,Stayed,Travel_Frequently,1302,Research & Development,6,Master's degree,Life Sciences,1,1594,Low,Male,80,Excellent,2,Laboratory Technician,Low,Married,5562,19711,3,Y,Yes,13,Great,Excellent,80,1,9,3,Great,3,2,0,2
1129,42,Stayed,Travel_Rarely,1059,Research & Development,9,College,Other,1,1595,Excellent,Male,93,Good,5,Manager,Excellent,Single,19613,26362,8,Y,No,22,Excellent,Excellent,80,0,24,2,Great,1,0,0,1
1130,35,Stayed,Travel_Rarely,750,Research & Development,28,Bachelor's degree,Life Sciences,1,1596,Good,Male,46,Excellent,2,Laboratory Technician,Great,Married,3407,25348,1,Y,No,17,Great,Excellent,80,2,10,3,Good,10,9,6,8
1131,34,Stayed,Travel_Frequently,653,Research & Development,10,Master's degree,Technical Degree,1,1597,Excellent,Male,92,Good,2,Healthcare Representative,Great,Married,5063,15332,1,Y,No,14,Great,Good,80,1,8,3,Good,8,2,7,7
1132,40,Stayed,Travel_Rarely,118,Sales,14,College,Life Sciences,1,1598,Excellent,Female,84,Great,2,Sales Executive,Low,Married,4639,11262,1,Y,No,15,Great,Great,80,1,5,2,Great,5,4,1,2
1133,43,Stayed,Travel_Rarely,990,Research & Development,27,Bachelor's degree,Technical Degree,1,1599,Excellent,Male,87,Excellent,1,Laboratory Technician,Good,Divorced,4876,5855,5,Y,No,12,Great,Great,80,1,8,0,Great,6,4,0,2
1134,35,Stayed,Travel_Rarely,1349,Research & Development,7,College,Life Sciences,1,1601,Great,Male,63,Good,1,Laboratory Technician,Excellent,Married,2690,7713,1,Y,No,18,Great,Excellent,80,1,1,5,Good,1,0,0,1
1135,46,Stayed,Travel_Rarely,563,Sales,1,Master's degree,Life Sciences,1,1602,Excellent,Male,56,Excellent,4,Manager,Low,Single,17567,3156,1,Y,No,15,Great,Good,80,0,27,5,Low,26,0,0,12
1136,28,Churned,Travel_Rarely,329,Research & Development,24,Bachelor's degree,Medical,1,1604,Great,Male,51,Great,1,Laboratory Technician,Good,Married,2408,7324,1,Y,Yes,17,Great,Great,80,3,1,3,Great,1,1,0,0
1137,22,Stayed,Non-Travel,457,Research & Development,26,College,Other,1,1605,Good,Female,85,Good,1,Research Scientist,Great,Married,2814,10293,1,Y,Yes,14,Great,Good,80,0,4,2,Good,4,2,1,3
1138,50,Stayed,Travel_Frequently,1234,Research & Development,20,PhD,Medical,1,1606,Good,Male,41,Great,4,Healthcare Representative,Great,Married,11245,20689,2,Y,Yes,15,Great,Great,80,1,32,3,Great,30,8,12,13
1139,32,Stayed,Travel_Rarely,634,Research & Development,5,Master's degree,Other,1,1607,Good,Female,35,Excellent,1,Research Scientist,Excellent,Married,3312,18783,3,Y,No,17,Great,Excellent,80,2,6,3,Great,3,2,0,2
1140,44,Stayed,Travel_Rarely,1313,Research & Development,7,Bachelor's degree,Medical,1,1608,Good,Female,31,Great,5,Research Director,Excellent,Divorced,19049,3549,0,Y,Yes,14,Great,Excellent,80,1,23,4,Good,22,7,1,10
1141,30,Stayed,Travel_Rarely,241,Research & Development,7,Bachelor's degree,Medical,1,1609,Good,Male,48,Good,1,Research Scientist,Good,Married,2141,5348,1,Y,No,12,Great,Good,80,1,6,3,Good,6,4,1,1
1142,45,Stayed,Travel_Rarely,1015,Research & Development,5,PhD,Medical,1,1611,Great,Female,50,Low,2,Laboratory Technician,Low,Single,5769,23447,1,Y,Yes,14,Great,Low,80,0,10,3,Great,10,7,1,4
1143,45,Stayed,Non-Travel,336,Sales,26,Bachelor's degree,Marketing,1,1612,Low,Male,52,Good,2,Sales Executive,Low,Married,4385,24162,1,Y,No,15,Great,Low,80,1,10,2,Great,10,7,4,5
1144,31,Stayed,Travel_Frequently,715,Sales,2,Master's degree,Other,1,1613,Excellent,Male,54,Great,2,Sales Executive,Low,Single,5332,21602,7,Y,No,13,Great,Excellent,80,0,10,3,Great,5,2,0,3
1145,36,Stayed,Travel_Rarely,559,Research & Development,12,Master's degree,Life Sciences,1,1614,Great,Female,76,Great,2,Manufacturing Director,Great,Married,4663,12421,9,Y,Yes,12,Great,Good,80,2,7,2,Great,3,2,1,1
1146,34,Stayed,Travel_Frequently,426,Research & Development,10,Master's degree,Life Sciences,1,1615,Great,Male,42,Excellent,2,Manufacturing Director,Excellent,Divorced,4724,17000,1,Y,No,13,Great,Low,80,1,9,3,Great,9,7,7,2
1147,49,Stayed,Travel_Rarely,722,Research & Development,25,Master's degree,Life Sciences,1,1617,Great,Female,84,Great,1,Laboratory Technician,Low,Married,3211,22102,1,Y,No,14,Great,Excellent,80,1,10,3,Good,9,6,1,4
1148,39,Stayed,Travel_Rarely,1387,Research & Development,10,PhD,Medical,1,1618,Good,Male,76,Great,2,Manufacturing Director,Low,Married,5377,3835,2,Y,No,13,Great,Excellent,80,3,10,3,Great,7,7,7,7
1149,27,Stayed,Travel_Rarely,1302,Research & Development,19,Bachelor's degree,Other,1,1619,Excellent,Male,67,Good,1,Laboratory Technician,Low,Divorced,4066,16290,1,Y,No,11,Great,Low,80,2,7,3,Great,7,7,0,7
1150,35,Stayed,Travel_Rarely,819,Research & Development,18,PhD,Life Sciences,1,1621,Good,Male,48,Excellent,2,Research Scientist,Low,Married,5208,26312,1,Y,No,11,Great,Excellent,80,0,16,2,Great,16,15,1,10
1151,28,Stayed,Travel_Rarely,580,Research & Development,27,Bachelor's degree,Medical,1,1622,Good,Female,39,Low,2,Manufacturing Director,Low,Divorced,4877,20460,0,Y,No,21,Excellent,Good,80,1,6,5,Good,5,3,0,0
1152,21,Stayed,Travel_Rarely,546,Research & Development,5,Below College,Medical,1,1623,Great,Male,97,Great,1,Research Scientist,Excellent,Single,3117,26009,1,Y,No,18,Great,Great,80,0,3,2,Great,2,2,2,2
1153,18,Churned,Travel_Frequently,544,Sales,3,College,Medical,1,1624,Good,Female,70,Great,1,Sales Representative,Excellent,Single,1569,18420,1,Y,Yes,12,Great,Great,80,0,0,2,Excellent,0,0,0,0
1154,47,Stayed,Travel_Rarely,1176,Human Resources,26,Master's degree,Life Sciences,1,1625,Excellent,Female,98,Great,5,Manager,Great,Married,19658,5220,3,Y,No,11,Great,Great,80,1,27,2,Great,5,2,1,0
1155,39,Stayed,Travel_Rarely,170,Research & Development,3,College,Medical,1,1627,Great,Male,76,Good,2,Laboratory Technician,Great,Divorced,3069,10302,0,Y,No,15,Great,Excellent,80,1,11,3,Great,10,8,0,7
1156,40,Stayed,Travel_Rarely,884,Research & Development,15,Bachelor's degree,Life Sciences,1,1628,Low,Female,80,Good,3,Manufacturing Director,Great,Married,10435,25800,1,Y,No,13,Great,Excellent,80,2,18,2,Great,18,15,14,12
1157,35,Stayed,Non-Travel,208,Research & Development,8,Master's degree,Life Sciences,1,1630,Great,Female,52,Great,2,Healthcare Representative,Great,Married,4148,12250,1,Y,No,12,Great,Excellent,80,1,15,5,Great,14,11,2,9
1158,37,Stayed,Travel_Rarely,671,Research & Development,19,Bachelor's degree,Life Sciences,1,1631,Great,Male,85,Great,2,Manufacturing Director,Great,Married,5768,26493,3,Y,No,17,Great,Low,80,3,9,2,Good,4,3,0,2
1159,39,Stayed,Travel_Frequently,711,Research & Development,4,Bachelor's degree,Medical,1,1633,Low,Female,81,Great,2,Manufacturing Director,Great,Single,5042,3140,0,Y,No,13,Great,Excellent,80,0,10,2,Low,9,2,3,8
1160,45,Stayed,Travel_Rarely,1329,Research & Development,2,College,Other,1,1635,Excellent,Female,59,Good,2,Manufacturing Director,Excellent,Divorced,5770,5388,1,Y,No,19,Great,Low,80,2,10,3,Great,10,7,3,9
1161,38,Stayed,Travel_Rarely,397,Research & Development,2,College,Medical,1,1638,Excellent,Female,54,Good,3,Manufacturing Director,Great,Married,7756,14199,3,Y,Yes,19,Great,Excellent,80,1,10,6,Excellent,5,4,0,2
1162,35,Churned,Travel_Rarely,737,Sales,10,Bachelor's degree,Medical,1,1639,Excellent,Male,55,Good,3,Sales Executive,Low,Married,10306,21530,9,Y,No,17,Great,Great,80,0,15,3,Great,13,12,6,0
1163,37,Stayed,Travel_Rarely,1470,Research & Development,10,Bachelor's degree,Medical,1,1640,Good,Female,71,Great,1,Research Scientist,Good,Married,3936,9953,1,Y,No,11,Great,Low,80,1,8,2,Low,8,4,7,7
1164,40,Stayed,Travel_Rarely,448,Research & Development,16,Bachelor's degree,Life Sciences,1,1641,Great,Female,84,Great,3,Manufacturing Director,Excellent,Single,7945,19948,6,Y,Yes,15,Great,Excellent,80,0,18,2,Good,4,2,3,3
1165,44,Stayed,Travel_Frequently,602,Human Resources,1,PhD,Human Resources,1,1642,Low,Male,37,Great,2,Human Resources,Excellent,Married,5743,10503,4,Y,Yes,11,Great,Great,80,0,14,3,Great,10,7,0,2
1166,48,Stayed,Travel_Frequently,365,Research & Development,4,PhD,Medical,1,1644,Great,Male,89,Good,4,Manager,Excellent,Married,15202,5602,2,Y,No,25,Excellent,Good,80,1,23,3,Great,2,2,2,2
1167,35,Churned,Travel_Rarely,763,Sales,15,College,Medical,1,1645,Low,Male,59,Low,2,Sales Executive,Excellent,Divorced,5440,22098,6,Y,Yes,14,Great,Excellent,80,2,7,2,Good,2,2,2,2
1168,24,Stayed,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,1,1646,Low,Female,32,Great,1,Research Scientist,Excellent,Single,3760,17218,1,Y,Yes,13,Great,Great,80,0,6,2,Great,6,3,1,3
1169,27,Stayed,Travel_Rarely,486,Research & Development,8,Bachelor's degree,Medical,1,1647,Good,Female,86,Excellent,1,Research Scientist,Great,Married,3517,22490,7,Y,No,17,Great,Low,80,0,5,0,Great,3,2,0,2
1170,27,Stayed,Travel_Frequently,591,Research & Development,2,Bachelor's degree,Medical,1,1648,Excellent,Male,87,Great,1,Research Scientist,Excellent,Single,2580,6297,2,Y,No,13,Great,Great,80,0,6,0,Good,4,2,1,2
1171,40,Churned,Travel_Rarely,1329,Research & Development,7,Bachelor's degree,Life Sciences,1,1649,Low,Male,73,Great,1,Laboratory Technician,Low,Single,2166,3339,3,Y,Yes,14,Great,Good,80,0,10,3,Low,4,2,0,3
1172,29,Stayed,Travel_Rarely,469,Sales,10,Bachelor's degree,Medical,1,1650,Great,Male,42,Good,2,Sales Executive,Great,Single,5869,23413,9,Y,No,11,Great,Great,80,0,8,2,Great,5,2,1,4
1173,36,Stayed,Travel_Rarely,711,Research & Development,5,Master's degree,Life Sciences,1,1651,Good,Female,42,Great,3,Healthcare Representative,Low,Married,8008,22792,4,Y,No,12,Great,Great,80,2,9,6,Great,3,2,0,2
1174,25,Stayed,Travel_Frequently,772,Research & Development,2,Below College,Life Sciences,1,1653,Excellent,Male,77,Excellent,2,Manufacturing Director,Great,Divorced,5206,4973,1,Y,No,17,Great,Great,80,2,7,6,Great,7,7,0,7
1175,39,Stayed,Travel_Rarely,492,Research & Development,12,Bachelor's degree,Medical,1,1654,Excellent,Male,66,Great,2,Manufacturing Director,Good,Married,5295,7693,4,Y,No,21,Excellent,Great,80,0,7,3,Great,5,4,1,0
1176,49,Stayed,Travel_Rarely,301,Research & Development,22,Master's degree,Other,1,1655,Low,Female,72,Great,4,Research Director,Good,Married,16413,3498,3,Y,No,16,Great,Good,80,2,27,2,Great,4,2,1,2
1177,50,Stayed,Travel_Rarely,813,Research & Development,17,PhD,Life Sciences,1,1656,Excellent,Female,50,Good,3,Research Director,Low,Divorced,13269,21981,5,Y,No,15,Great,Great,80,3,19,3,Great,14,11,1,11
1178,20,Stayed,Travel_Rarely,1141,Sales,2,Bachelor's degree,Medical,1,1657,Great,Female,31,Great,1,Sales Representative,Great,Single,2783,13251,1,Y,No,19,Great,Low,80,0,2,3,Great,2,2,2,2
1179,34,Stayed,Travel_Rarely,1130,Research & Development,3,Bachelor's degree,Life Sciences,1,1658,Excellent,Female,66,Great,2,Research Scientist,Good,Divorced,5433,19332,1,Y,No,12,Great,Great,80,1,11,2,Great,11,8,7,9
1180,36,Stayed,Travel_Rarely,311,Research & Development,7,Bachelor's degree,Life Sciences,1,1659,Low,Male,77,Great,1,Laboratory Technician,Good,Single,2013,10950,2,Y,No,11,Great,Great,80,0,15,4,Great,4,3,1,3
1181,49,Stayed,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,1,1661,Great,Female,41,Good,4,Healthcare Representative,Great,Married,13966,11652,2,Y,Yes,19,Great,Good,80,1,30,3,Great,15,11,2,12
1182,36,Stayed,Non-Travel,894,Research & Development,1,Master's degree,Medical,1,1662,Excellent,Female,33,Good,2,Manufacturing Director,Great,Married,4374,15411,0,Y,No,15,Great,Great,80,0,4,6,Great,3,2,1,2
1183,36,Stayed,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,1,1664,Excellent,Male,79,Excellent,2,Healthcare Representative,Low,Divorced,6842,26308,6,Y,No,20,Excellent,Low,80,1,13,3,Great,5,4,0,4
1184,54,Stayed,Travel_Rarely,584,Research & Development,22,PhD,Medical,1,1665,Good,Female,91,Great,4,Manager,Great,Married,17426,18685,3,Y,No,25,Excellent,Great,80,1,36,6,Great,10,8,4,7
1185,43,Stayed,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1,1666,Great,Male,65,Good,4,Research Director,Great,Married,17603,3525,1,Y,No,24,Excellent,Low,80,1,14,3,Great,14,10,6,11
1186,35,Churned,Travel_Frequently,880,Sales,12,Master's degree,Other,1,1667,Excellent,Male,36,Great,2,Sales Executive,Excellent,Single,4581,10414,3,Y,Yes,24,Excellent,Low,80,0,13,2,Excellent,11,9,6,7
1187,38,Stayed,Travel_Frequently,1189,Research & Development,1,Bachelor's degree,Life Sciences,1,1668,Excellent,Male,90,Great,2,Research Scientist,Excellent,Married,4735,9867,7,Y,No,15,Great,Excellent,80,2,19,4,Excellent,13,11,2,9
1188,29,Stayed,Travel_Rarely,991,Sales,5,Bachelor's degree,Medical,1,1669,Low,Male,43,Good,2,Sales Executive,Good,Divorced,4187,3356,1,Y,Yes,13,Great,Good,80,1,10,3,Good,10,0,0,9
1189,33,Stayed,Travel_Rarely,392,Sales,2,Master's degree,Medical,1,1670,Excellent,Male,93,Great,2,Sales Executive,Excellent,Divorced,5505,3921,1,Y,No,14,Great,Great,80,2,6,5,Great,6,2,0,4
1190,32,Stayed,Travel_Rarely,977,Research & Development,2,Bachelor's degree,Medical,1,1671,Excellent,Male,45,Great,2,Research Scientist,Good,Divorced,5470,25518,0,Y,No,13,Great,Great,80,2,10,4,Good,9,5,1,6
1191,31,Stayed,Travel_Rarely,1112,Sales,5,Master's degree,Life Sciences,1,1673,Low,Female,67,Great,2,Sales Executive,Excellent,Married,5476,22589,1,Y,No,11,Great,Low,80,2,10,2,Great,10,0,0,2
1192,49,Stayed,Travel_Rarely,464,Research & Development,16,Bachelor's degree,Medical,1,1674,Excellent,Female,74,Great,1,Laboratory Technician,Low,Divorced,2587,24941,4,Y,Yes,16,Great,Good,80,1,17,2,Good,2,2,2,2
1193,38,Stayed,Travel_Frequently,148,Research & Development,2,Bachelor's degree,Medical,1,1675,Excellent,Female,42,Good,1,Laboratory Technician,Good,Single,2440,23826,1,Y,No,22,Excellent,Good,80,0,4,3,Great,4,3,3,3
1194,47,Stayed,Travel_Rarely,1225,Sales,2,Master's degree,Life Sciences,1,1676,Good,Female,47,Excellent,4,Manager,Good,Divorced,15972,21086,6,Y,No,14,Great,Great,80,3,29,2,Great,3,2,1,2
1195,49,Stayed,Travel_Rarely,809,Research & Development,1,Bachelor's degree,Life Sciences,1,1677,Great,Male,36,Great,4,Manager,Great,Single,15379,22384,4,Y,No,14,Great,Low,80,0,23,2,Great,8,7,0,0
1196,41,Stayed,Travel_Rarely,1206,Sales,23,College,Life Sciences,1,1678,Excellent,Male,80,Great,3,Sales Executive,Great,Single,7082,11591,3,Y,Yes,16,Great,Excellent,80,0,21,2,Great,2,0,0,2
1197,20,Stayed,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1,1680,Excellent,Male,54,Great,1,Sales Representative,Low,Single,2728,21082,1,Y,No,11,Great,Low,80,0,2,3,Great,2,2,0,2
1198,33,Stayed,Non-Travel,530,Sales,16,Bachelor's degree,Life Sciences,1,1681,Great,Female,36,Great,2,Sales Executive,Excellent,Divorced,5368,16130,1,Y,Yes,25,Excellent,Great,80,1,7,2,Great,6,5,1,2
1199,36,Stayed,Travel_Rarely,1351,Research & Development,26,Master's degree,Life Sciences,1,1682,Low,Male,80,Great,2,Healthcare Representative,Great,Married,5347,7419,6,Y,No,14,Great,Good,80,2,10,2,Good,3,2,0,2
1200,44,Stayed,Travel_Rarely,528,Human Resources,1,Bachelor's degree,Life Sciences,1,1683,Great,Female,44,Great,1,Human Resources,Excellent,Divorced,3195,4167,4,Y,Yes,18,Great,Low,80,3,8,2,Great,2,2,2,2
1201,23,Churned,Travel_Rarely,1320,Research & Development,8,Below College,Medical,1,1684,Excellent,Male,93,Good,1,Laboratory Technician,Great,Single,3989,20586,1,Y,Yes,11,Great,Low,80,0,5,2,Great,5,4,1,2
1202,38,Stayed,Travel_Rarely,1495,Research & Development,4,College,Medical,1,1687,Excellent,Female,87,Great,1,Laboratory Technician,Great,Married,3306,26176,7,Y,No,19,Great,Excellent,80,1,7,5,Good,0,0,0,0
1203,53,Stayed,Travel_Rarely,1395,Research & Development,24,Master's degree,Medical,1,1689,Good,Male,48,Excellent,3,Healthcare Representative,Excellent,Married,7005,3458,3,Y,No,15,Great,Great,80,0,11,2,Great,4,3,1,2
1204,48,Churned,Travel_Frequently,708,Sales,7,College,Medical,1,1691,Excellent,Female,95,Great,1,Sales Representative,Great,Married,2655,11740,2,Y,Yes,11,Great,Great,80,2,19,3,Great,9,7,7,7
1205,32,Churned,Travel_Rarely,1259,Research & Development,2,Master's degree,Life Sciences,1,1692,Excellent,Male,95,Great,1,Laboratory Technician,Good,Single,1393,24852,1,Y,No,12,Great,Low,80,0,1,2,Great,1,0,0,0
1206,26,Stayed,Non-Travel,786,Research & Development,7,Bachelor's degree,Medical,1,1693,Excellent,Male,76,Great,1,Laboratory Technician,Excellent,Single,2570,11925,1,Y,No,20,Excellent,Great,80,0,7,5,Great,7,7,5,7
1207,55,Stayed,Travel_Rarely,1441,Research & Development,22,Bachelor's degree,Technical Degree,1,1694,Low,Male,94,Good,1,Research Scientist,Good,Divorced,3537,23737,5,Y,No,12,Great,Excellent,80,1,8,1,Great,4,2,1,2
1208,34,Stayed,Travel_Rarely,1157,Research & Development,5,College,Medical,1,1696,Good,Male,57,Good,2,Laboratory Technician,Excellent,Married,3986,11912,1,Y,No,14,Great,Great,80,1,15,3,Excellent,15,10,4,13
1209,60,Stayed,Travel_Rarely,370,Research & Development,1,Master's degree,Medical,1,1697,Great,Male,92,Low,3,Healthcare Representative,Excellent,Divorced,10883,20467,3,Y,No,20,Excellent,Great,80,1,19,2,Excellent,1,0,0,0
1210,33,Stayed,Travel_Rarely,267,Research & Development,21,Bachelor's degree,Medical,1,1698,Good,Male,79,Excellent,1,Laboratory Technician,Good,Married,2028,13637,1,Y,No,18,Great,Excellent,80,3,14,6,Great,14,11,2,13
1211,37,Stayed,Travel_Frequently,1278,Sales,1,Master's degree,Medical,1,1700,Great,Male,31,Low,2,Sales Executive,Excellent,Divorced,9525,7677,1,Y,No,14,Great,Great,80,2,6,2,Good,6,3,1,3
1212,34,Stayed,Travel_Rarely,678,Research & Development,19,Bachelor's degree,Life Sciences,1,1701,Good,Female,35,Good,1,Research Scientist,Excellent,Married,2929,20338,1,Y,No,12,Great,Good,80,0,10,3,Great,10,9,8,7
1213,23,Churned,Travel_Rarely,427,Sales,7,Bachelor's degree,Life Sciences,1,1702,Great,Male,99,Great,1,Sales Representative,Excellent,Divorced,2275,25103,1,Y,Yes,21,Excellent,Good,80,1,3,2,Great,3,2,0,2
1214,44,Stayed,Travel_Rarely,921,Research & Development,2,Bachelor's degree,Life Sciences,1,1703,Great,Female,96,Excellent,3,Healthcare Representative,Excellent,Married,7879,14810,1,Y,Yes,19,Great,Good,80,1,9,2,Great,8,7,6,7
1215,35,Stayed,Travel_Frequently,146,Research & Development,2,Master's degree,Medical,1,1704,Low,Male,79,Good,1,Research Scientist,Excellent,Single,4930,13970,0,Y,Yes,14,Great,Great,80,0,6,2,Excellent,5,4,1,4
1216,43,Stayed,Travel_Rarely,1179,Sales,2,Bachelor's degree,Medical,1,1706,Excellent,Male,73,Great,2,Sales Executive,Excellent,Married,7847,6069,1,Y,Yes,17,Great,Low,80,1,10,3,Great,10,9,8,8
1217,24,Stayed,Travel_Rarely,581,Research & Development,9,Bachelor's degree,Medical,1,1707,Great,Male,62,Excellent,1,Research Scientist,Great,Married,4401,17616,1,Y,No,16,Great,Excellent,80,1,5,1,Great,5,3,0,4
1218,41,Stayed,Travel_Rarely,918,Sales,6,Bachelor's degree,Marketing,1,1708,Excellent,Male,35,Great,3,Sales Executive,Great,Single,9241,15869,1,Y,No,12,Great,Good,80,0,10,3,Great,10,8,8,7
1219,29,Stayed,Travel_Rarely,1082,Research & Development,9,Master's degree,Medical,1,1709,Excellent,Female,43,Great,1,Laboratory Technician,Great,Married,2974,25412,9,Y,No,17,Great,Great,80,1,9,2,Great,5,3,1,2
1220,36,Stayed,Travel_Rarely,530,Sales,2,Master's degree,Life Sciences,1,1710,Great,Female,51,Great,2,Sales Representative,Excellent,Single,4502,7439,3,Y,No,15,Great,Great,80,0,17,2,Good,13,7,6,7
1221,45,Stayed,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1,1712,Great,Male,74,Good,3,Healthcare Representative,Great,Married,10748,3395,3,Y,No,23,Excellent,Excellent,80,1,25,3,Good,23,15,14,4
1222,24,Churned,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1,1714,Excellent,Male,58,Low,1,Human Resources,Great,Married,1555,11585,1,Y,No,11,Great,Great,80,1,1,2,Great,1,0,0,0
1223,47,Churned,Travel_Frequently,1093,Sales,9,Bachelor's degree,Life Sciences,1,1716,Great,Male,82,Low,4,Sales Executive,Great,Married,12936,24164,7,Y,No,11,Great,Great,80,0,25,3,Low,23,5,14,10
1224,26,Stayed,Travel_Rarely,390,Research & Development,17,Master's degree,Medical,1,1718,Excellent,Male,62,Low,1,Laboratory Technician,Great,Married,2305,6217,1,Y,No,15,Great,Great,80,3,3,3,Excellent,3,2,0,2
1225,45,Stayed,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,1,1719,Excellent,Female,48,Good,4,Research Director,Good,Single,16704,17119,1,Y,No,11,Great,Great,80,0,21,2,Great,21,6,8,6
1226,32,Stayed,Travel_Frequently,585,Research & Development,10,Bachelor's degree,Life Sciences,1,1720,Low,Male,56,Great,1,Research Scientist,Great,Married,3433,17360,6,Y,No,13,Great,Low,80,1,10,3,Good,5,2,1,3
1227,31,Stayed,Travel_Rarely,741,Research & Development,2,Master's degree,Life Sciences,1,1721,Good,Male,69,Great,1,Laboratory Technician,Great,Married,3477,18103,1,Y,No,14,Great,Excellent,80,1,6,2,Excellent,5,2,0,3
1228,41,Stayed,Non-Travel,552,Human Resources,4,Bachelor's degree,Human Resources,1,1722,Great,Male,60,Low,2,Human Resources,Good,Married,6430,20794,6,Y,No,19,Great,Good,80,1,10,4,Great,3,2,1,2
1229,40,Stayed,Travel_Rarely,369,Research & Development,8,College,Life Sciences,1,1724,Good,Female,92,Great,2,Manufacturing Director,Low,Married,6516,5041,2,Y,Yes,16,Great,Good,80,1,18,3,Great,1,0,0,0
1230,24,Stayed,Travel_Rarely,506,Research & Development,29,Below College,Medical,1,1725,Good,Male,91,Great,1,Laboratory Technician,Low,Divorced,3907,3622,1,Y,No,13,Great,Good,80,3,6,2,Excellent,6,2,1,2
1231,46,Stayed,Travel_Rarely,717,Research & Development,13,Master's degree,Life Sciences,1,1727,Great,Male,34,Great,2,Healthcare Representative,Good,Single,5562,9697,6,Y,No,14,Great,Excellent,80,0,19,3,Great,10,7,0,9
1232,35,Stayed,Travel_Rarely,1370,Research & Development,27,Master's degree,Life Sciences,1,1728,Excellent,Male,49,Great,2,Manufacturing Director,Great,Married,6883,5151,2,Y,No,16,Great,Good,80,1,17,3,Great,7,7,0,7
1233,30,Stayed,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,1,1729,Good,Male,33,Great,1,Research Scientist,Excellent,Married,2862,3811,1,Y,No,12,Great,Good,80,1,10,2,Good,10,0,0,8
1234,47,Stayed,Non-Travel,543,Sales,2,Master's degree,Marketing,1,1731,Great,Male,87,Great,2,Sales Executive,Good,Married,4978,3536,7,Y,No,11,Great,Excellent,80,1,4,3,Low,1,0,0,0
1235,46,Stayed,Travel_Rarely,1277,Sales,2,Bachelor's degree,Life Sciences,1,1732,Great,Male,74,Great,3,Sales Executive,Excellent,Divorced,10368,5596,4,Y,Yes,12,Great,Good,80,1,13,5,Good,10,6,0,3
1236,36,Churned,Travel_Rarely,1456,Sales,13,PhD,Marketing,1,1733,Good,Male,96,Good,2,Sales Executive,Low,Divorced,6134,8658,5,Y,Yes,13,Great,Good,80,3,16,3,Great,2,2,2,2
1237,32,Churned,Travel_Rarely,964,Sales,1,College,Life Sciences,1,1734,Low,Male,34,Low,2,Sales Executive,Good,Single,6735,12147,6,Y,No,15,Great,Good,80,0,10,2,Great,0,0,0,0
1238,23,Stayed,Travel_Rarely,160,Research & Development,4,Below College,Medical,1,1735,Great,Female,51,Great,1,Laboratory Technician,Good,Single,3295,12862,1,Y,No,13,Great,Great,80,0,3,3,Low,3,2,1,2
1239,31,Stayed,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,1,1736,Excellent,Female,30,Great,2,Manufacturing Director,Excellent,Single,5238,6670,2,Y,No,20,Excellent,Excellent,80,0,9,3,Good,5,4,1,4
1240,39,Stayed,Non-Travel,792,Research & Development,1,Bachelor's degree,Life Sciences,1,1737,Excellent,Male,77,Great,2,Laboratory Technician,Excellent,Married,6472,8989,1,Y,Yes,15,Great,Excellent,80,1,9,2,Great,9,8,5,8
1241,32,Stayed,Travel_Rarely,371,Sales,19,Bachelor's degree,Life Sciences,1,1739,Excellent,Male,80,Low,3,Sales Executive,Great,Married,9610,3840,3,Y,No,13,Great,Great,80,1,10,2,Low,4,3,0,2
1242,40,Stayed,Travel_Rarely,611,Sales,7,Master's degree,Medical,1,1740,Good,Male,88,Great,5,Manager,Good,Single,19833,4349,1,Y,No,14,Great,Good,80,0,21,3,Good,21,8,12,8
