,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany,raise_category
689,20,Churned,4,Bachelor's degree,Technical Degree,Low,Male,Great,Low,2973,19,Great,Good,80,Great,1,15-20%
690,31,Stayed,12,Bachelor's degree,Medical,Excellent,Female,Great,Excellent,5855,11,Great,Great,80,Low,9,10-15%
691,40,Stayed,9,Master's degree,Medical,Excellent,Male,Great,Good,3617,14,Great,Excellent,80,Great,1,10-15%
692,32,Stayed,3,Master's degree,Medical,Great,Female,Great,Low,6725,12,Great,Great,80,Excellent,8,10-15%
693,36,Churned,3,Below College,Life Sciences,Great,Male,Good,Excellent,10325,11,Great,Low,80,Great,16,10-15%
694,33,Stayed,1,Bachelor's degree,Life Sciences,Good,Female,Good,Excellent,6949,14,Great,Low,80,Great,5,10-15%
695,37,Churned,1,Master's degree,Life Sciences,Low,Male,Good,Great,10609,11,Great,Great,80,Low,14,10-15%
696,45,Stayed,4,College,Life Sciences,Great,Male,Great,Good,4447,12,Great,Good,80,Good,9,10-15%
697,29,Stayed,20,Bachelor's degree,Technical Degree,Great,Female,Great,Excellent,2157,15,Great,Good,80,Great,3,10-15%
698,35,Stayed,18,Bachelor's degree,Medical,Great,Female,Great,Great,4601,16,Great,Good,80,Great,5,15-20%
699,52,Stayed,1,College,Life Sciences,Excellent,Male,Great,Excellent,17099,15,Great,Good,80,Good,9,10-15%
700,58,Churned,2,Bachelor's degree,Technical Degree,Excellent,Male,Great,Great,2479,24,Excellent,Low,80,Great,1,20-25%
701,53,Stayed,2,College,Medical,Great,Male,Great,Great,14852,13,Great,Great,80,Excellent,17,10-15%
702,30,Stayed,8,College,Other,Great,Male,Great,Great,7264,11,Great,Low,80,Excellent,8,10-15%
703,38,Stayed,10,Bachelor's degree,Technical Degree,Great,Female,Great,Excellent,5666,13,Great,Good,80,Great,5,10-15%
704,35,Stayed,3,Master's degree,Life Sciences,Excellent,Male,Great,Excellent,7823,13,Great,Good,80,Great,10,10-15%
705,39,Stayed,2,PhD,Life Sciences,Low,Male,Excellent,Great,7880,18,Great,Excellent,80,Great,8,15-20%
706,40,Churned,24,Bachelor's degree,Life Sciences,Good,Female,Excellent,Good,13194,16,Great,Excellent,80,Good,1,15-20%
707,47,Stayed,16,Master's degree,Medical,Great,Male,Excellent,Great,5067,19,Great,Great,80,Excellent,19,15-20%
708,36,Stayed,8,Master's degree,Technical Degree,Low,Male,Great,Excellent,5079,13,Great,Excellent,80,Great,7,10-15%
709,31,Churned,9,College,Medical,Great,Male,Good,Low,2321,22,Excellent,Low,80,Great,3,20-25%
710,33,Stayed,17,Bachelor's degree,Life Sciences,Excellent,Male,Great,Great,17444,11,Great,Excellent,80,Great,10,10-15%
711,29,Churned,10,Bachelor's degree,Life Sciences,Excellent,Female,Good,Low,2404,20,Excellent,Great,80,Great,0,15-20%
712,33,Stayed,13,Below College,Life Sciences,Good,Female,Great,Excellent,3452,18,Great,Low,80,Great,3,15-20%
713,45,Stayed,1,Master's degree,Medical,Excellent,Female,Great,Excellent,2270,14,Great,Excellent,80,Great,5,10-15%
714,50,Stayed,1,College,Medical,Excellent,Male,Great,Excellent,17399,22,Excellent,Great,80,Good,5,20-25%
715,33,Stayed,1,Master's degree,Other,Great,Female,Excellent,Good,5488,13,Great,Low,80,Great,6,10-15%
716,41,Stayed,9,Bachelor's degree,Medical,Low,Male,Great,Great,19419,17,Great,Good,80,Excellent,18,15-20%
717,27,Stayed,16,Master's degree,Technical Degree,Great,Female,Great,Good,2811,14,Great,Good,80,Great,2,10-15%
718,45,Stayed,23,College,Life Sciences,Excellent,Male,Great,Low,3633,15,Great,Great,80,Great,9,10-15%
719,47,Stayed,4,College,Life Sciences,Excellent,Female,Great,Excellent,4163,17,Great,Great,80,Great,9,15-20%
720,30,Churned,22,Bachelor's degree,Life Sciences,Low,Female,Great,Great,2132,11,Great,Good,80,Great,5,10-15%
721,50,Stayed,24,Bachelor's degree,Life Sciences,Excellent,Male,Great,Great,13973,18,Great,Excellent,80,Great,12,15-20%
722,38,Stayed,10,Below College,Medical,Great,Male,Great,Great,2684,17,Great,Good,80,Good,2,15-20%
723,46,Stayed,7,College,Medical,Excellent,Male,Great,Great,10845,13,Great,Good,80,Great,8,10-15%
724,24,Stayed,17,Below College,Medical,Excellent,Female,Good,Great,4377,15,Great,Good,80,Great,4,10-15%
725,35,Churned,14,Master's degree,Other,Great,Male,Good,Good,3743,24,Excellent,Excellent,80,Low,4,20-25%
726,31,Stayed,1,Below College,Life Sciences,Great,Female,Great,Low,4148,12,Great,Great,80,Great,4,10-15%
727,18,Stayed,5,College,Life Sciences,Good,Male,Great,Excellent,1051,15,Great,Excellent,80,Great,0,10-15%
728,54,Stayed,17,Bachelor's degree,Technical Degree,Great,Female,Great,Great,10739,11,Great,Great,80,Great,10,10-15%
729,35,Stayed,25,Master's degree,Medical,Great,Female,Great,Great,10388,11,Great,Great,80,Good,16,10-15%
730,30,Stayed,8,College,Life Sciences,Good,Female,Excellent,Low,11416,12,Great,Great,80,Good,8,10-15%
731,20,Churned,11,Bachelor's degree,Medical,Excellent,Female,Good,Low,2600,15,Great,Low,80,Great,1,10-15%
732,30,Churned,5,Bachelor's degree,Medical,Good,Female,Great,Good,2422,17,Great,Low,80,Great,3,15-20%
733,26,Stayed,2,College,Medical,Excellent,Male,Excellent,Excellent,5472,12,Great,Good,80,Great,8,10-15%
734,22,Stayed,8,Below College,Life Sciences,Good,Male,Low,Low,2451,15,Great,Low,80,Good,4,10-15%
735,48,Stayed,6,Bachelor's degree,Life Sciences,Low,Male,Good,Great,4240,13,Great,Excellent,80,Great,2,10-15%
736,48,Stayed,4,Master's degree,Life Sciences,Great,Male,Good,Great,10999,14,Great,Good,80,Great,15,10-15%
737,41,Stayed,7,College,Medical,Excellent,Female,Great,Great,5003,14,Great,Good,80,Great,2,10-15%
738,39,Stayed,1,Below College,Life Sciences,Excellent,Female,Good,Excellent,12742,16,Great,Great,80,Great,21,15-20%
739,27,Stayed,2,Master's degree,Life Sciences,Low,Female,Great,Excellent,4227,18,Great,Good,80,Great,3,15-20%
740,35,Stayed,10,Bachelor's degree,Other,Good,Male,Great,Excellent,3917,20,Excellent,Low,80,Good,3,15-20%
741,42,Stayed,5,College,Marketing,Excellent,Male,Great,Great,18303,13,Great,Good,80,Excellent,1,10-15%
742,50,Stayed,9,Bachelor's degree,Life Sciences,Low,Male,Great,Excellent,2380,18,Great,Good,80,Great,1,15-20%
743,59,Stayed,2,Bachelor's degree,Life Sciences,Great,Female,Good,Excellent,13726,13,Great,Low,80,Great,5,10-15%
744,37,Churned,11,College,Medical,Low,Female,Low,Good,4777,15,Great,Low,80,Low,1,10-15%
745,55,Stayed,18,Master's degree,Medical,Great,Male,Great,Good,6385,14,Great,Excellent,80,Great,8,10-15%
746,41,Stayed,7,Below College,Life Sciences,Good,Female,Low,Great,19973,22,Excellent,Good,80,Great,21,20-25%
747,38,Stayed,3,Master's degree,Life Sciences,Good,Male,Great,Excellent,6861,12,Great,Great,80,Great,1,10-15%
748,26,Churned,29,College,Medical,Good,Male,Low,Low,4969,18,Great,Excellent,80,Great,2,15-20%
749,52,Churned,2,Below College,Marketing,Low,Female,Low,Excellent,19845,15,Great,Excellent,80,Great,32,10-15%
750,44,Stayed,28,Bachelor's degree,Medical,Excellent,Female,Excellent,Excellent,13320,18,Great,Great,80,Great,12,15-20%
751,50,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Great,Great,6347,12,Great,Low,80,Great,18,10-15%
752,36,Churned,16,Master's degree,Life Sciences,Great,Female,Excellent,Low,2743,16,Great,Great,80,Great,17,15-20%
753,39,Stayed,22,Bachelor's degree,Medical,Excellent,Female,Great,Low,10880,13,Great,Great,80,Great,21,10-15%
754,33,Stayed,8,Below College,Life Sciences,Good,Female,Good,Excellent,2342,19,Great,Excellent,80,Good,2,15-20%
755,45,Stayed,11,College,Life Sciences,Excellent,Female,Great,Excellent,17650,13,Great,Good,80,Excellent,9,10-15%
756,32,Stayed,29,Master's degree,Medical,Excellent,Female,Great,Great,4025,12,Great,Good,80,Great,8,10-15%
757,34,Stayed,1,Master's degree,Marketing,Good,Male,Excellent,Excellent,9725,11,Great,Excellent,80,Good,15,10-15%
758,59,Stayed,1,College,Technical Degree,Good,Male,Great,Excellent,11904,14,Great,Great,80,Low,6,10-15%
759,45,Stayed,24,Master's degree,Medical,Good,Male,Great,Good,2177,16,Great,Low,80,Great,6,15-20%
760,53,Stayed,2,Bachelor's degree,Marketing,Great,Female,Good,Good,7525,12,Great,Low,80,Great,15,10-15%
761,36,Churned,15,Bachelor's degree,Other,Low,Male,Great,Great,4834,14,Great,Good,80,Good,1,10-15%
762,26,Churned,2,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2042,14,Great,Good,80,Great,3,10-15%
763,34,Stayed,10,Master's degree,Life Sciences,Great,Female,Great,Great,2220,19,Great,Excellent,80,Great,1,15-20%
764,28,Stayed,10,Below College,Medical,Excellent,Male,Great,Good,1052,22,Excellent,Good,80,Great,1,20-25%
765,38,Stayed,3,Master's degree,Other,Great,Male,Great,Great,2821,16,Great,Low,80,Great,2,15-20%
766,50,Stayed,2,Master's degree,Medical,Good,Male,Great,Great,19237,11,Great,Excellent,80,Good,8,10-15%
767,37,Stayed,3,Bachelor's degree,Other,Excellent,Female,Great,Good,4107,15,Great,Low,80,Good,4,10-15%
768,40,Stayed,26,Bachelor's degree,Marketing,Great,Male,Great,Low,8396,14,Great,Good,80,Good,7,10-15%
769,26,Stayed,1,Below College,Medical,Low,Female,Good,Great,2007,13,Great,Great,80,Great,5,10-15%
770,46,Stayed,1,Master's degree,Medical,Excellent,Male,Great,Excellent,19627,17,Great,Excellent,80,Great,2,15-20%
771,54,Stayed,2,Master's degree,Life Sciences,Great,Female,Good,Great,10686,11,Great,Good,80,Great,9,10-15%
772,56,Stayed,9,Bachelor's degree,Medical,Low,Female,Great,Great,2942,19,Great,Good,80,Great,5,15-20%
773,36,Stayed,12,PhD,Medical,Excellent,Female,Good,Excellent,8858,11,Great,Good,80,Good,14,10-15%
774,55,Stayed,2,Below College,Medical,Great,Male,Good,Low,16756,15,Great,Good,80,Excellent,9,10-15%
775,43,Stayed,25,Bachelor's degree,Medical,Great,Male,Good,Excellent,10798,13,Great,Great,80,Great,1,10-15%
776,20,Churned,9,Bachelor's degree,Marketing,Excellent,Female,Great,Excellent,2323,14,Great,Good,80,Great,2,10-15%
777,21,Churned,10,Bachelor's degree,Life Sciences,Great,Female,Good,Low,1416,13,Great,Low,80,Good,1,10-15%
778,46,Stayed,8,Master's degree,Life Sciences,Excellent,Female,Good,Low,4615,23,Excellent,Low,80,Great,16,20-25%
779,51,Churned,4,Master's degree,Life Sciences,Low,Male,Great,Great,2461,12,Great,Great,80,Excellent,10,10-15%
780,28,Churned,24,College,Technical Degree,Good,Male,Good,Low,8722,12,Great,Low,80,Good,10,10-15%
781,26,Stayed,1,College,Medical,Low,Male,Good,Low,3955,16,Great,Low,80,Great,5,15-20%
782,30,Stayed,20,Bachelor's degree,Other,Great,Male,Great,Low,9957,15,Great,Great,80,Good,6,10-15%
783,41,Stayed,7,College,Technical Degree,Good,Female,Excellent,Great,3376,13,Great,Great,80,Great,10,10-15%
784,38,Stayed,17,Below College,Life Sciences,Great,Female,Good,Great,8823,18,Great,Low,80,Good,19,15-20%
785,40,Stayed,20,Master's degree,Technical Degree,Low,Male,Great,Excellent,10322,20,Excellent,Excellent,80,Great,11,15-20%
786,27,Stayed,8,PhD,Life Sciences,Low,Male,Low,Great,4621,19,Great,Excellent,80,Great,3,15-20%
787,55,Stayed,2,Below College,Life Sciences,Excellent,Male,Great,Good,10976,18,Great,Good,80,Great,3,15-20%
788,28,Stayed,10,Bachelor's degree,Other,Great,Female,Great,Great,3660,13,Great,Excellent,80,Excellent,8,10-15%
789,44,Churned,1,College,Medical,Good,Male,Good,Low,10482,14,Great,Excellent,80,Great,20,10-15%
790,33,Stayed,5,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,7119,15,Great,Great,80,Great,3,10-15%
791,35,Churned,4,Bachelor's degree,Technical Degree,Excellent,Male,Great,Low,9582,22,Excellent,Low,80,Great,8,20-25%
792,33,Churned,29,Master's degree,Medical,Low,Female,Good,Great,4508,22,Excellent,Good,80,Great,13,20-25%
793,28,Stayed,15,College,Life Sciences,Low,Male,Great,Great,2207,16,Great,Excellent,80,Good,4,15-20%
794,34,Stayed,3,Below College,Life Sciences,Low,Male,Great,Excellent,7756,17,Great,Great,80,Good,6,15-20%
795,37,Stayed,10,Master's degree,Life Sciences,Excellent,Female,Good,Excellent,6694,14,Great,Great,80,Great,1,10-15%
796,25,Churned,4,Below College,Technical Degree,Excellent,Male,Great,Excellent,3691,15,Great,Good,80,Excellent,7,10-15%
797,26,Churned,21,Bachelor's degree,Medical,Low,Male,Great,Great,2377,20,Excellent,Great,80,Good,1,15-20%
798,33,Churned,25,Bachelor's degree,Medical,Low,Male,Good,Good,2313,20,Excellent,Good,80,Great,2,15-20%
799,42,Stayed,2,College,Medical,Excellent,Male,Great,Low,17665,17,Great,Excellent,80,Great,22,15-20%
800,28,Churned,1,Bachelor's degree,Medical,Low,Male,Good,Good,2596,15,Great,Low,80,Great,1,10-15%
801,50,Churned,1,Master's degree,Other,Excellent,Male,Great,Great,4728,14,Great,Excellent,80,Great,0,10-15%
802,33,Stayed,7,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,4302,17,Great,Great,80,Great,3,15-20%
803,34,Stayed,3,Master's degree,Life Sciences,Great,Male,Good,Excellent,2979,17,Great,Excellent,80,Great,0,15-20%
804,48,Stayed,1,Master's degree,Medical,Low,Male,Excellent,Excellent,16885,22,Excellent,Great,80,Good,5,20-25%
805,45,Stayed,9,Master's degree,Life Sciences,Good,Female,Good,Great,5593,13,Great,Excellent,80,Great,15,10-15%
806,52,Stayed,7,Master's degree,Life Sciences,Good,Male,Great,Good,10445,19,Great,Excellent,80,Great,8,15-20%
807,38,Stayed,10,Master's degree,Marketing,Great,Male,Good,Great,8740,14,Great,Good,80,Great,8,10-15%
808,29,Stayed,28,Master's degree,Life Sciences,Great,Female,Great,Excellent,2514,22,Excellent,Low,80,Great,7,20-25%
809,28,Stayed,3,Bachelor's degree,Medical,Excellent,Female,Great,Good,7655,17,Great,Good,80,Good,9,15-20%
810,46,Stayed,3,Below College,Marketing,Low,Male,Great,Great,17465,12,Great,Excellent,80,Great,12,10-15%
811,38,Stayed,2,College,Marketing,Excellent,Male,Great,Good,7351,16,Great,Great,80,Great,1,15-20%
812,43,Stayed,27,Bachelor's degree,Life Sciences,Great,Female,Great,Low,10820,11,Great,Great,80,Great,8,10-15%
813,39,Churned,2,Bachelor's degree,Life Sciences,Low,Male,Great,Excellent,12169,11,Great,Excellent,80,Great,18,10-15%
814,40,Stayed,14,Bachelor's degree,Medical,Great,Male,Good,Great,19626,14,Great,Low,80,Excellent,20,10-15%
815,21,Stayed,1,Below College,Technical Degree,Excellent,Female,Good,Good,2070,11,Great,Great,80,Excellent,2,10-15%
816,39,Stayed,9,Bachelor's degree,Life Sciences,Great,Male,Great,Good,6782,15,Great,Great,80,Good,5,10-15%
817,36,Stayed,18,Master's degree,Life Sciences,Low,Male,Great,Excellent,7779,20,Excellent,Low,80,Great,11,15-20%
818,31,Stayed,20,Bachelor's degree,Life Sciences,Great,Male,Excellent,Excellent,2791,12,Great,Low,80,Great,2,10-15%
819,28,Stayed,2,Below College,Life Sciences,Low,Male,Good,Good,3201,17,Great,Low,80,Low,5,15-20%
820,35,Stayed,11,College,Marketing,Excellent,Male,Great,Excellent,4968,11,Great,Excellent,80,Great,5,10-15%
821,49,Stayed,8,Master's degree,Technical Degree,Excellent,Male,Good,Good,13120,17,Great,Good,80,Great,9,15-20%
822,34,Stayed,2,College,Life Sciences,Excellent,Male,Great,Great,4033,11,Great,Excellent,80,Good,3,10-15%
823,29,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,3291,14,Great,Excellent,80,Good,7,10-15%
824,42,Stayed,29,Bachelor's degree,Medical,Good,Male,Low,Excellent,4272,19,Great,Low,80,Great,1,15-20%
825,29,Stayed,8,Below College,Medical,Good,Male,Good,Excellent,5056,15,Great,Great,80,Good,10,10-15%
826,38,Stayed,1,Bachelor's degree,Human Resources,Great,Male,Excellent,Great,2844,13,Great,Excellent,80,Excellent,7,10-15%
827,28,Stayed,6,Bachelor's degree,Life Sciences,Great,Male,Good,Great,2703,14,Great,Excellent,80,Great,3,10-15%
828,18,Churned,8,Below College,Medical,Great,Male,Great,Great,1904,12,Great,Excellent,80,Great,0,10-15%
829,33,Churned,9,Master's degree,Marketing,Low,Female,Great,Low,8224,17,Great,Low,80,Great,5,15-20%
830,41,Stayed,12,Master's degree,Life Sciences,Good,Male,Great,Excellent,4766,11,Great,Low,80,Great,1,10-15%
831,31,Churned,15,Bachelor's degree,Medical,Great,Male,Great,Great,2610,12,Great,Great,80,Good,2,10-15%
832,37,Stayed,25,College,Medical,Great,Female,Good,Excellent,5731,13,Great,Great,80,Great,6,10-15%
833,27,Stayed,6,Bachelor's degree,Life Sciences,Excellent,Male,Good,Great,2539,13,Great,Great,80,Great,4,10-15%
834,34,Stayed,9,Below College,Life Sciences,Good,Female,Great,Great,5714,20,Excellent,Low,80,Good,6,15-20%
835,35,Stayed,8,Master's degree,Technical Degree,Great,Male,Great,Great,4323,17,Great,Good,80,Low,5,15-20%
836,29,Churned,23,Below College,Life Sciences,Excellent,Female,Good,Low,7336,13,Great,Low,80,Low,11,10-15%
837,40,Stayed,9,Master's degree,Medical,Good,Female,Great,Great,13499,17,Great,Great,80,Good,18,15-20%
838,42,Churned,12,Bachelor's degree,Life Sciences,Great,Male,Great,Low,13758,12,Great,Good,80,Good,21,10-15%
839,42,Stayed,4,Master's degree,Marketing,Good,Male,Great,Low,5155,13,Great,Excellent,80,Excellent,6,10-15%
840,35,Stayed,1,Master's degree,Medical,Excellent,Male,Good,Great,2258,12,Great,Good,80,Great,8,10-15%
841,24,Stayed,24,Bachelor's degree,Medical,Excellent,Male,Great,Good,3597,22,Excellent,Excellent,80,Great,4,20-25%
842,28,Churned,12,Below College,Life Sciences,Great,Female,Great,Excellent,2515,11,Great,Excellent,80,Good,1,10-15%
843,26,Stayed,3,Master's degree,Medical,Low,Male,Excellent,Excellent,4420,22,Excellent,Good,80,Great,8,20-25%
844,30,Stayed,10,Bachelor's degree,Marketing,Great,Male,Good,Great,6578,18,Great,Low,80,Great,10,15-20%
845,40,Stayed,26,College,Medical,Great,Female,Good,Excellent,4422,13,Great,Excellent,80,Low,1,10-15%
846,35,Stayed,2,Bachelor's degree,Life Sciences,Great,Male,Good,Good,10274,18,Great,Good,80,Excellent,7,15-20%
847,34,Stayed,1,Bachelor's degree,Medical,Excellent,Male,Good,Low,5343,20,Excellent,Great,80,Great,13,15-20%
848,35,Stayed,4,Master's degree,Other,Excellent,Male,Good,Excellent,2376,13,Great,Good,80,Excellent,2,10-15%
849,43,Churned,9,Bachelor's degree,Marketing,Low,Female,Low,Great,5346,13,Great,Good,80,Good,4,10-15%
850,32,Stayed,2,Below College,Life Sciences,Great,Female,Great,Low,2827,12,Great,Great,80,Great,1,10-15%
851,56,Stayed,4,Master's degree,Technical Degree,Excellent,Female,Great,Low,19943,13,Great,Excellent,80,Great,5,10-15%
852,29,Stayed,6,Below College,Medical,Good,Female,Great,Excellent,3131,13,Great,Low,80,Great,10,10-15%
853,19,Stayed,9,College,Life Sciences,Great,Male,Great,Low,2552,25,Excellent,Great,80,Great,1,20-25%
854,45,Stayed,7,Bachelor's degree,Medical,Low,Female,Great,Great,4477,19,Great,Great,80,Good,3,15-20%
855,37,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Excellent,6474,13,Great,Good,80,Good,14,10-15%
856,20,Stayed,3,Bachelor's degree,Life Sciences,Low,Male,Good,Great,3033,12,Great,Low,80,Good,2,10-15%
857,44,Churned,10,Master's degree,Life Sciences,Great,Male,Great,Great,2936,11,Great,Great,80,Great,6,10-15%
858,53,Stayed,7,College,Medical,Excellent,Female,Great,Great,18606,18,Great,Good,80,Great,7,15-20%
859,29,Stayed,15,Below College,Life Sciences,Good,Female,Low,Excellent,2168,18,Great,Low,80,Good,5,15-20%
860,22,Churned,3,Master's degree,Life Sciences,Great,Male,Good,Excellent,2853,11,Great,Good,80,Great,0,10-15%
861,46,Stayed,2,Bachelor's degree,Marketing,Great,Female,Great,Low,17048,23,Excellent,Low,80,Great,26,20-25%
862,44,Stayed,17,Bachelor's degree,Life Sciences,Excellent,Male,Low,Great,2290,13,Great,Excellent,80,Great,0,10-15%
863,33,Stayed,2,Bachelor's degree,Human Resources,Good,Male,Great,Great,3600,13,Great,Excellent,80,Great,5,10-15%
864,41,Churned,5,College,Life Sciences,Low,Male,Good,Low,2107,17,Great,Low,80,Low,1,15-20%
865,30,Stayed,29,Master's degree,Life Sciences,Great,Male,Great,Low,4115,19,Great,Great,80,Great,4,15-20%
866,40,Stayed,2,Master's degree,Medical,Good,Male,Great,Good,4327,12,Great,Excellent,80,Great,0,10-15%
867,50,Stayed,2,Bachelor's degree,Medical,Excellent,Female,Great,Low,17856,22,Excellent,Great,80,Great,2,20-25%
868,28,Stayed,19,Master's degree,Medical,Excellent,Male,Good,Low,3196,12,Great,Great,80,Great,6,10-15%
869,46,Stayed,15,College,Life Sciences,Excellent,Male,Great,Good,19081,11,Great,Low,80,Great,4,10-15%
870,35,Stayed,17,Master's degree,Life Sciences,Great,Male,Great,Low,8966,15,Great,Excellent,80,Great,7,10-15%
871,24,Churned,17,College,Life Sciences,Excellent,Female,Great,Good,2210,13,Great,Low,80,Low,1,10-15%
872,33,Stayed,25,Bachelor's degree,Medical,Good,Female,Great,Great,4539,12,Great,Low,80,Good,10,10-15%
873,36,Stayed,6,Master's degree,Life Sciences,Great,Male,Low,Great,2741,14,Great,Great,80,Great,7,10-15%
874,30,Stayed,7,Master's degree,Life Sciences,Great,Male,Great,Great,3491,13,Great,Low,80,Good,10,10-15%
875,44,Stayed,29,Master's degree,Other,Excellent,Male,Great,Excellent,4541,25,Excellent,Good,80,Great,20,20-25%
876,20,Stayed,21,Bachelor's degree,Marketing,Great,Male,Excellent,Excellent,2678,17,Great,Excellent,80,Great,2,15-20%
877,46,Stayed,2,Master's degree,Technical Degree,Excellent,Male,Great,Excellent,7379,11,Great,Great,80,Good,6,10-15%
878,42,Stayed,2,PhD,Medical,Excellent,Male,Excellent,Low,6272,16,Great,Low,80,Excellent,4,15-20%
879,60,Stayed,7,Master's degree,Marketing,Good,Male,Excellent,Excellent,5220,18,Great,Good,80,Great,11,15-20%
880,32,Stayed,13,Bachelor's degree,Other,Great,Female,Good,Good,2743,20,Excellent,Great,80,Great,2,15-20%
881,32,Stayed,2,College,Life Sciences,Excellent,Female,Great,Great,4998,14,Great,Excellent,80,Great,8,10-15%
882,36,Stayed,1,Bachelor's degree,Technical Degree,Great,Female,Low,Low,10252,21,Excellent,Great,80,Great,7,20-25%
883,33,Stayed,9,Bachelor's degree,Medical,Low,Male,Great,Excellent,2781,13,Great,Good,80,Great,14,10-15%
884,40,Stayed,10,Bachelor's degree,Technical Degree,Good,Female,Good,Good,6852,12,Great,Good,80,Excellent,5,10-15%
885,25,Stayed,10,Master's degree,Life Sciences,Great,Male,Great,Excellent,4950,14,Great,Good,80,Great,4,10-15%
886,30,Stayed,1,Bachelor's degree,Medical,Excellent,Male,Great,Good,3579,21,Excellent,Low,80,Great,11,20-25%
887,42,Stayed,26,PhD,Medical,Low,Female,Great,Low,13191,17,Great,Great,80,Great,1,15-20%
888,35,Stayed,8,College,Marketing,Great,Female,Good,Excellent,10377,11,Great,Good,80,Good,13,10-15%
889,27,Stayed,14,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2235,14,Great,Excellent,80,Good,9,10-15%
890,54,Stayed,1,Master's degree,Life Sciences,Excellent,Female,Great,Great,10502,17,Great,Low,80,Low,5,15-20%
891,44,Stayed,2,Below College,Life Sciences,Low,Female,Excellent,Excellent,2011,13,Great,Excellent,80,Great,10,10-15%
892,19,Churned,10,Bachelor's degree,Medical,Low,Female,Good,Good,1859,25,Excellent,Good,80,Excellent,1,20-25%
893,29,Stayed,1,Bachelor's degree,Life Sciences,Low,Female,Great,Excellent,3760,15,Great,Low,80,Great,3,10-15%
894,54,Stayed,3,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,17779,14,Great,Low,80,Great,10,10-15%
895,31,Stayed,11,College,Medical,Great,Male,Great,Low,6833,12,Great,Excellent,80,Good,6,10-15%
896,31,Stayed,24,Bachelor's degree,Medical,Great,Female,Good,Low,6812,19,Great,Good,80,Great,10,15-20%
897,59,Stayed,3,Bachelor's degree,Life Sciences,Great,Female,Good,Excellent,5171,17,Great,Excellent,80,Great,6,15-20%
898,43,Stayed,3,Bachelor's degree,Life Sciences,Great,Male,Low,Excellent,19740,14,Great,Good,80,Great,8,10-15%
899,49,Stayed,4,College,Medical,Low,Male,Good,Great,18711,13,Great,Great,80,Excellent,1,10-15%
900,36,Stayed,3,Bachelor's degree,Technical Degree,Great,Male,Great,Good,3692,12,Great,Great,80,Good,11,10-15%
901,48,Stayed,2,College,Technical Degree,Excellent,Male,Excellent,Good,2559,11,Great,Great,80,Good,1,10-15%
902,27,Stayed,4,College,Life Sciences,Low,Male,Great,Great,2517,11,Great,Good,80,Great,5,10-15%
903,29,Stayed,7,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,6623,11,Great,Good,80,Great,6,10-15%
904,48,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,18265,12,Great,Great,80,Excellent,1,10-15%
905,29,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Excellent,16124,14,Great,Good,80,Good,7,10-15%
906,34,Stayed,20,Bachelor's degree,Technical Degree,Great,Female,Excellent,Great,2585,17,Great,Excellent,80,Good,1,15-20%
907,44,Stayed,5,Bachelor's degree,Marketing,Good,Male,Great,Good,18213,11,Great,Great,80,Great,22,10-15%
908,33,Stayed,10,PhD,Marketing,Excellent,Male,Excellent,Great,8380,14,Great,Excellent,80,Great,9,10-15%
909,19,Stayed,25,Bachelor's degree,Life Sciences,Good,Female,Excellent,Excellent,2994,12,Great,Excellent,80,Great,1,10-15%
910,23,Stayed,1,College,Life Sciences,Excellent,Male,Great,Great,1223,22,Excellent,Excellent,80,Great,1,20-25%
911,25,Churned,24,Below College,Life Sciences,Great,Male,Low,Excellent,1118,14,Great,Excellent,80,Great,1,10-15%
912,26,Stayed,4,College,Life Sciences,Great,Male,Great,Excellent,2875,20,Excellent,Good,80,Good,8,15-20%
913,45,Churned,2,Bachelor's degree,Marketing,Low,Female,Low,Good,18824,16,Great,Low,80,Great,24,15-20%
914,55,Stayed,8,Below College,Medical,Excellent,Male,Good,Good,13577,15,Great,Excellent,80,Great,33,10-15%
915,21,Churned,10,College,Life Sciences,Low,Female,Good,Great,2625,20,Excellent,Great,80,Low,2,15-20%
916,46,Stayed,4,College,Marketing,Excellent,Female,Good,Good,18789,14,Great,Great,80,Great,11,10-15%
917,34,Stayed,2,Bachelor's degree,Marketing,Great,Female,Great,Low,4538,12,Great,Excellent,80,Great,3,10-15%
918,51,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Male,Great,Good,19847,24,Excellent,Low,80,Good,29,20-25%
919,59,Stayed,18,Master's degree,Medical,Excellent,Male,Great,Excellent,10512,12,Great,Excellent,80,Good,9,10-15%
